,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
1495,8,2,0,3,Demand Media,100000000.0,success,1,Media & Publishing,481.0,0.0,16,North America
1496,2,7,0,5,DemandTec,6000000.0,success,1,Other,2808.0,0.0,23,North America
1497,7,5,5,4,Demandware,54100000.0,success,5,Information Technology,774.0,3181.0,18,North America
1498,5,7,0,5,Demantra,16600000.0,success,1,Electronics,2696.0,0.0,26,North America
1499,2,0,3,1,Demdex,8500000.0,success,3,Media & Publishing,0.0,647.0,14,North America
1500,1,1,2,0,Demibooks,533000.0,success,4,Education,114.0,556.0,11,North America
1501,5,7,0,5,deNovis,22000000.0,failure,1,Electronics,1837.0,0.0,23,North America
1502,8,8,2,5,DepoMed,875000000.0,success,2,Electronics,7186.0,190.0,27,North America
1503,5,5,3,4,Derivix,12700000.0,success,2,Information Technology,1306.0,608.0,17,North America
1504,1,2,0,1,CUPR,300000.0,failure,1,Media & Publishing,486.0,0.0,14,North America
1505,1,5,0,2,Design Clinicals,432299.0,success,1,Information Technology,1064.0,0.0,15,North America
1506,5,7,4,5,Design Within Reach,16800000.0,success,2,Design & Platforms,4243.0,1084.0,24,North America
1507,2,5,3,5,Design2Launch,2700000.0,success,2,Information Technology,1404.0,788.0,23,North America
1508,5,2,4,3,Desktone,26249976.0,success,5,Information Technology,575.0,1600.0,16,North America
1509,5,7,0,5,DestinationRX,18500000.0,success,1,Health Care & Biotechnology,3309.0,0.0,23,North America
1510,1,0,2,1,Devotee,50000.0,failure,2,Electronics,0.0,292.0,12,North America
1511,2,2,0,1,Devtap,2600000.0,failure,1,Information Technology,244.0,0.0,14,North America
1512,5,7,5,5,Dexcom,26464020.0,success,2,Information Technology,2197.0,2653.0,23,North America
1513,8,5,5,5,Accompany-ME Technology,144500000.0,success,7,Electronics,1066.0,2131.0,22,North America
1514,2,5,3,2,Dhingana,8250000.0,success,2,Information Technology,1492.0,633.0,15,North America
1515,7,7,5,5,diaDexus,68700000.0,success,4,Health Care & Biotechnology,3663.0,2775.0,25,North America
1516,6,8,0,6,Diagnostic Hybrids,38730470.0,success,1,Health Care & Biotechnology,7886.0,0.0,39,North America
1517,2,2,3,0,Diagnovus,2010000.0,success,6,Health Care & Biotechnology,275.0,760.0,11,North America
1518,6,0,0,5,Diamond Multimedia,38730470.0,failure,1,Design & Platforms,0.0,0.0,23,North America
1519,2,5,3,2,Diatherix Laboratories,1620030.0,success,2,Health Care & Biotechnology,1232.0,597.0,15,North America
1520,1,1,0,1,Diavibe,20000.0,failure,1,Health Care & Biotechnology,151.0,0.0,12,North America
1521,1,2,0,1,Dibsie,450000.0,failure,1,Commerce & Marketing,276.0,0.0,12,North America
1522,8,2,4,2,Dicerna Pharmaceuticals,225450620.0,success,5,Health Care & Biotechnology,561.0,1842.0,15,North America
1523,1,0,0,0,Dick or Bro,150000.0,failure,1,Media & Publishing,0.0,0.0,10,North America
1524,5,3,4,3,Digby,18533748.0,success,5,Information Technology,589.0,1688.0,16,North America
1525,7,2,5,4,Digg,49000000.0,success,5,Design & Platforms,355.0,3695.0,18,North America
1526,2,4,0,0,Digistrive,4940357.0,success,1,Commerce & Marketing,624.0,0.0,11,North America
1527,3,7,4,5,Digit Wireless,10000000.0,failure,2,Commerce & Marketing,1899.0,1064.0,22,North America
1528,2,7,0,4,Digital Caddies,4113526.0,success,1,Media & Publishing,4121.0,0.0,19,North America
1529,5,5,4,5,Digital Fuel,13000000.0,success,3,Information Technology,1284.0,1718.0,22,North America
1530,2,7,0,5,Digital Fuel Technologies,5000000.0,failure,1,Services,2642.0,0.0,22,North America
1531,6,5,0,6,Digital Link Corporation,38730470.0,failure,1,Design & Platforms,1086.0,0.0,37,North America
1532,2,0,0,5,Digital Media Broadcast,3100000.0,success,1,Media & Publishing,0.0,0.0,23,North America
1533,2,6,4,4,Digital Performance,4775579.0,failure,4,Media & Publishing,1791.0,1486.0,20,North America
1534,5,0,4,3,Digital Reef,20000000.0,success,2,Services,0.0,1004.0,16,North America
1535,6,7,0,5,Digital River,38730470.0,success,1,Media & Publishing,2160.0,0.0,28,North America
1536,1,0,0,0,Digital2GO Media Networks,600000.0,failure,1,Electronics,0.0,0.0,8,North America
1537,7,2,5,4,Digital Chocolate,60900000.0,failure,5,Design & Platforms,334.0,2970.0,19,North America
1538,6,8,0,5,DigitalGlobe,38730470.0,success,1,Media & Publishing,4443.0,0.0,30,North America
1539,5,7,0,5,DigitalPersona,13000000.0,success,1,Health Care & Biotechnology,3017.0,0.0,26,North America
1540,5,2,5,3,Digitalsmiths,38251364.0,success,6,Information Technology,285.0,2683.0,16,North America
1541,2,2,2,1,DiJiPOP,2000000.0,success,2,Media & Publishing,273.0,492.0,14,North America
1542,2,7,3,5,Diligent,8000000.0,success,2,Other,2222.0,782.0,21,North America
1543,5,5,4,4,Diligent Technologies,32500000.0,success,2,Privacy and Security,1007.0,1051.0,20,North America
1544,8,5,5,5,Dilithium Networks,99670000.0,failure,8,Media & Publishing,842.0,2604.0,21,North America
1545,2,2,2,3,Dimdim,8400000.0,success,2,Information Technology,396.0,516.0,16,North America
1546,1,1,0,0,Dinamundo,552000.0,failure,1,Information Technology,61.0,0.0,10,North America
1547,1,2,0,1,DINKlife,95000.0,failure,1,Media & Publishing,365.0,0.0,12,North America
1548,2,2,4,1,Dipexium Pharmaceuticals,6927500.0,success,4,Health Care & Biotechnology,203.0,1095.0,12,North America
1549,5,2,0,5,Direct Hit,26000000.0,success,1,Information Technology,578.0,0.0,24,North America
1550,1,2,0,1,DirectAdoptions.com,500000.0,failure,1,Community and Lifestyle,365.0,0.0,13,North America
1551,2,2,3,0,Directr,1717000.0,success,2,Media & Publishing,180.0,698.0,10,North America
1552,3,7,0,5,Dirig Software,10000000.0,success,1,Information Technology,2483.0,0.0,25,North America
1553,1,0,0,0,Dirty Lemon Beverages,156000.0,failure,1,Consumer Goods,0.0,0.0,7,North America
1554,1,5,0,1,Dishcrawl,150000.0,success,1,Information Technology,1289.0,0.0,12,North America
1555,1,1,4,0,Dispatch,983000.0,success,3,Information Technology,61.0,1189.0,11,North America
1556,1,0,2,0,Dispop,725000.0,success,2,Media & Publishing,0.0,422.0,9,North America
1557,2,1,3,0,Disruption Corporation,2990725.0,success,3,Data Science,87.0,593.0,9,North America
1558,1,2,0,0,Distill,1300000.0,success,1,Information Technology,343.0,0.0,10,North America
1559,6,8,0,6,Ditech Communications,38730470.0,failure,1,Manufacturing,5182.0,0.0,39,North America
1560,1,2,0,0,Dittit,18885.0,failure,1,Sports,396.0,0.0,11,North America
1561,1,2,0,1,Ditto,775000.0,success,1,Information Technology,248.0,0.0,12,North America
1562,5,7,0,5,Divergence,11800000.0,success,1,Food & Agriculture,3694.0,0.0,23,North America
1563,1,2,2,1,Diversion,300000.0,failure,2,Design & Platforms,170.0,277.0,12,North America
1564,5,2,4,1,Divide,25000000.0,success,3,Information Technology,273.0,1103.0,12,North America
1565,1,1,0,0,DivorceSecure,25000.0,failure,1,Services,64.0,0.0,7,North America
1566,1,1,2,0,Divshot,1180000.0,failure,2,Game & Applications,129.0,209.0,10,North America
1567,1,0,0,1,Divvyshot,10000.0,success,1,Information Technology,0.0,0.0,13,North America
1568,5,3,4,5,DivX,35000000.0,success,4,Information Technology,609.0,1881.0,23,North America
1569,2,2,2,1,DNA Games,2000000.0,success,2,Game & Applications,327.0,42.0,13,North America
1570,5,5,0,1,DNP Green Technology,12000000.0,failure,1,Information Technology,747.0,0.0,14,North America
1571,2,1,2,2,Docstoc,4000000.0,failure,2,Information Technology,92.0,179.0,15,North America
1572,1,5,0,1,DoctorBase,1000000.0,success,1,Health Care & Biotechnology,1216.0,0.0,12,North America
1573,5,8,4,6,Document Security Systems,12862048.0,success,6,Privacy and Security,9280.0,1224.0,38,North America
1574,1,0,0,2,documistic,100000.0,failure,1,Information Technology,0.0,0.0,15,North America
1575,2,8,4,5,DocuSphere,2250000.0,success,4,Information Technology,6543.0,1186.0,29,North America
1576,1,2,0,2,DocVerse,1300000.0,success,1,Information Technology,326.0,0.0,15,North America
1577,1,5,0,4,Dogster,1000000.0,success,1,Community and Lifestyle,963.0,0.0,18,North America
1578,1,3,0,3,DogTime Media,1000000.0,success,1,Information Technology,608.0,0.0,16,North America
1579,1,0,2,0,Dojo,880000.0,failure,2,Design & Platforms,0.0,418.0,11,North America
1580,6,5,0,4,Dolphin Geeks,38730470.0,failure,1,Community and Lifestyle,899.0,0.0,17,North America
1581,6,5,0,5,Dolphinite,38730470.0,failure,1,Services,730.0,0.0,25,North America
1582,1,1,2,0,DÃ³nde,1165000.0,success,2,Information Technology,59.0,190.0,9,North America
1583,1,2,0,0,Done.,985136.0,failure,1,Information Technology,263.0,0.0,11,North America
1584,1,2,0,1,DoodleDeals Inc.,1270000.0,success,1,Information Technology,337.0,0.0,13,North America
1585,2,4,4,4,Doostang,5750000.0,success,3,Services,610.0,1100.0,17,North America
1586,1,0,0,1,Dormzy,250000.0,failure,1,Commerce & Marketing,0.0,0.0,12,North America
1587,6,7,0,5,Dorn Technology Group,38730470.0,success,1,Services,2977.0,0.0,32,North America
1588,2,0,4,2,DotBlu,3762066.0,failure,3,Information Technology,0.0,1362.0,15,North America
1589,5,5,4,1,dotCloud,28679148.0,success,4,Information Technology,943.0,1271.0,14,North America
1590,2,6,0,1,dotloop,7000000.0,success,1,Real Estate,1603.0,0.0,14,North America
1591,1,0,0,1,DotGT,250000.0,failure,1,Electronics,0.0,0.0,12,North America
1592,1,0,0,2,DotSpots,300000.0,failure,1,Commerce & Marketing,0.0,0.0,15,North America
1593,1,0,0,3,dotSyntax,500000.0,success,1,Information Technology,0.0,0.0,16,North America
1594,7,5,4,4,Double Fusion,59000000.0,failure,4,Information Technology,680.0,1592.0,18,North America
1595,2,5,4,4,DoublePositive,7200000.0,success,3,Media & Publishing,974.0,1057.0,18,North America
1596,1,2,0,1,Downstream,30000.0,failure,1,Information Technology,515.0,0.0,12,North America
1597,1,0,0,0,doxIQ,240000.0,success,1,Data Science,0.0,0.0,8,North America
1598,5,5,2,2,Doyenz,11800159.0,success,3,Information Technology,771.0,441.0,15,North America
1599,2,1,3,1,Draftstreet,3052000.0,success,2,Game & Applications,120.0,641.0,12,North America
1600,5,3,4,1,DramaFever,11491490.0,success,4,Other,592.0,865.0,13,North America
1601,1,2,0,4,DRC Computer,500000.0,success,1,Information Technology,575.0,0.0,18,North America
1602,1,0,0,1,Dream Village,10000.0,failure,1,Other,0.0,0.0,14,North America
1603,1,2,0,1,Dreamscape Blue,350000.0,failure,1,Health Care & Biotechnology,355.0,0.0,13,North America
1604,1,1,0,0,dreamsha.re,20000.0,failure,1,Other,26.0,0.0,9,North America
1605,5,8,0,5,DreamWorks Animation,15000000.0,success,1,Media & Publishing,7712.0,0.0,28,North America
1606,1,0,0,2,DriftToIt,300000.0,failure,1,Information Technology,0.0,0.0,15,North America
1607,7,7,3,5,DriveCam,46000000.0,failure,2,Manufacturing,2732.0,614.0,24,North America
1608,2,5,3,1,DriveFactor,5049999.0,success,2,Data Science,720.0,603.0,12,North America
1609,1,2,0,1,Road Hero,300000.0,failure,1,Consumer Goods,217.0,0.0,12,North America
1610,2,1,4,2,drop.io,8750000.0,success,3,Information Technology,7.0,882.0,15,North America
1611,7,1,4,1,Dropcam,47800000.0,success,4,Information Technology,59.0,1613.0,13,North America
1612,7,6,0,5,Drugstore.com,63000000.0,success,1,Commerce & Marketing,1551.0,0.0,25,North America
1613,6,7,0,6,DSET Corporation,38730470.0,success,1,Services,4005.0,0.0,37,North America
1614,7,7,4,5,DTT,67000000.0,failure,3,Health Care & Biotechnology,3813.0,1603.0,23,North America
1615,1,0,0,0,DualSpark,200000.0,success,1,Data Science,0.0,0.0,8,North America
1616,2,2,4,1,DubMeNow,7516703.0,failure,4,Services,213.0,1404.0,14,North America
1617,2,7,0,5,Duck Creek Technologies,7000000.0,success,1,Information Technology,1957.0,0.0,22,North America
1618,1,2,0,0,Dumbstruck,170000.0,failure,1,Information Technology,427.0,0.0,9,North America
1619,5,6,4,5,DuneNetworks,12000000.0,success,2,Media & Publishing,1776.0,885.0,22,North America
1620,7,6,0,1,Durata Therapeutics,70000000.0,success,1,Health Care & Biotechnology,1771.0,0.0,13,North America
1621,5,8,0,5,Durect Corp.,20000000.0,success,1,Health Care & Biotechnology,6020.0,0.0,24,North America
1622,5,7,0,5,DVDPlay,20000000.0,failure,1,Information Technology,2735.0,0.0,23,North America
1623,5,7,0,4,DVS Sciences,14600000.0,success,1,Manufacturing,2751.0,0.0,18,North America
1624,2,5,0,0,Dwellable,2000000.0,success,1,Health Care & Biotechnology,817.0,0.0,10,North America
1625,1,2,0,1,DwellGreen,905000.0,failure,1,Information Technology,397.0,0.0,13,North America
1626,6,1,0,0,Dwellxchange Inc.,38730470.0,failure,1,Services,23.0,0.0,7,North America
1627,5,7,0,5,DWL,31000000.0,success,1,Services,2093.0,0.0,26,North America
1628,1,1,0,0,dxcare.com,250000.0,failure,1,Health Care & Biotechnology,61.0,0.0,10,North America
1629,2,8,0,6,Dyadic International,2000000.0,success,1,Health Care & Biotechnology,13216.0,0.0,43,North America
1630,5,5,2,1,DynamicOps,16300000.0,success,2,Information Technology,1154.0,193.0,14,North America
1631,2,8,0,6,Dynamics Research,4200000.0,success,1,Services,20102.0,0.0,67,North America
1632,5,8,2,5,DynaPump,18000000.0,failure,2,Science & Engineering,5675.0,338.0,30,North America
1633,1,7,0,4,easy2comply (Dynasec),1000000.0,success,1,Information Technology,2100.0,0.0,20,North America
1634,5,8,4,5,Dynatrace,21900000.0,success,3,Game & Applications,5072.0,1419.0,29,North America
1635,2,8,0,6,Dynatronics Corporation,4000000.0,success,1,Health Care & Biotechnology,13272.0,0.0,43,North America
1636,5,0,4,2,Dyyno,14078664.0,failure,3,Media & Publishing,0.0,1360.0,15,North America
1637,1,5,0,1,e-Tag,130861.0,failure,1,Information Technology,974.0,0.0,14,North America
1638,8,8,0,6,Eagle Test Systems,95000000.0,success,1,Health Care & Biotechnology,10144.0,0.0,46,North America
1639,1,2,3,1,Earbits,630000.0,success,3,Information Technology,513.0,807.0,12,North America
1640,2,3,3,2,MyEnergy,4000000.0,success,2,Science & Engineering,608.0,732.0,15,North America
1641,5,8,0,5,EarthLink,23598258.0,success,1,Information Technology,6310.0,0.0,28,North America
1642,6,2,0,3,earthmine,38730470.0,success,1,Information Technology,184.0,0.0,16,North America
1643,6,2,0,0,Easel,38730470.0,success,1,Information Technology,213.0,0.0,10,North America
1644,1,0,0,0,Easiest Credit Card To Get Approved For,25000.0,failure,1,Services,0.0,0.0,10,North America
1645,2,5,0,5,eBay,6700000.0,success,1,Other,639.0,0.0,27,North America
1646,5,5,3,4,eBillme,23000000.0,failure,2,Commerce & Marketing,719.0,712.0,18,North America
1647,5,8,0,6,Ebix,25000000.0,success,1,Information Technology,12341.0,0.0,46,North America
1648,2,2,2,1,Ebyline,6500000.0,success,2,Services,456.0,338.0,13,North America
1649,7,5,5,5,Ecast,76700000.0,failure,6,Game & Applications,1000.0,3528.0,23,North America
1650,2,7,0,5,Ecelles Carson,1500000.0,failure,1,Health Care & Biotechnology,4078.0,0.0,22,North America
1651,6,0,0,1,Echodio,38730470.0,success,1,Media & Publishing,0.0,0.0,13,North America
1652,5,5,0,2,EchoFirst,13700000.0,success,1,Information Technology,1366.0,0.0,15,North America
1653,1,0,0,0,Echograph,250000.0,success,1,Media & Publishing,0.0,0.0,10,North America
1654,6,5,5,5,Echopass Corporation,39985890.0,success,6,Information Technology,1284.0,2627.0,22,North America
1655,2,1,3,4,eSign Services,8500000.0,success,2,Information Technology,78.0,730.0,17,North America
1656,1,2,0,0,Eckard Recovery Services,310000.0,failure,1,Health Care & Biotechnology,449.0,0.0,11,North America
1657,2,7,0,5,eCoast,2200000.0,failure,1,Other,3590.0,0.0,22,North America
1658,7,2,4,1,ecoATM,71400000.0,success,4,Information Technology,564.0,1085.0,14,North America
1659,2,7,0,1,Ecologic Brands,7000000.0,failure,1,Manufacturing,2310.0,0.0,14,North America
1660,5,5,3,1,ecomom,10700000.0,success,4,Commerce & Marketing,785.0,689.0,14,North America
1661,8,7,4,5,ECOtality,130300000.0,failure,4,Information Technology,3865.0,956.0,23,North America
1662,6,0,0,4,eLifestyles,38730470.0,failure,1,Media & Publishing,0.0,0.0,17,North America
1663,5,7,4,5,eCredit,32000000.0,success,2,Services,2526.0,1643.0,29,North America
1664,1,0,3,0,eDealya,950000.0,success,3,Media & Publishing,0.0,762.0,11,North America
1665,1,5,4,2,Eden Rock Communications,700000.0,success,2,Electronics,1129.0,1037.0,15,North America
1666,5,5,5,5,Edgar Online,14000000.0,failure,3,Media & Publishing,1299.0,4353.0,27,North America
1667,8,5,4,1,Edge Therapeutics,101472500.0,success,7,Health Care & Biotechnology,676.0,1613.0,13,North America
1668,7,0,5,3,EdgeCast Networks,74000000.0,success,5,Media & Publishing,0.0,2543.0,16,North America
1669,2,2,2,4,Edgeio,6500000.0,failure,2,Commerce & Marketing,365.0,546.0,17,North America
1670,5,0,4,1,EdgeSpring,12700000.0,success,2,Data Science,0.0,1051.0,12,North America
1671,2,8,2,6,eDoorways International,5067737.0,failure,2,Information Technology,8424.0,455.0,34,North America
1672,6,8,0,6,Educational Services Institute,38730470.0,success,1,Services,4643.0,0.0,38,North America
1673,1,0,0,1,eeden,200000.0,failure,1,Game & Applications,0.0,0.0,12,North America
1674,2,6,0,4,Efficient Frontier,6000000.0,success,1,Media & Publishing,1703.0,0.0,20,North America
1675,1,1,2,1,EggCartel,1000000.0,failure,2,Commerce & Marketing,62.0,300.0,12,North America
1676,2,8,4,5,eGistics,8864292.0,success,2,Other,5140.0,911.0,28,North America
1677,5,2,5,1,Eiger BioPharmaceuticals,23040630.0,success,4,Health Care & Biotechnology,421.0,2462.0,14,North America
1678,7,2,5,5,E Ink,68800000.0,success,3,Information Technology,485.0,3447.0,25,North America
1679,7,8,2,6,eInstruction by Turning Technologies,49600000.0,success,2,Information Technology,10135.0,182.0,42,North America
1680,7,7,4,5,Eka Systems,52500000.0,success,3,Information Technology,2192.0,912.0,22,North America
1681,7,7,4,5,EKOS Corporation,49000000.0,success,3,Health Care & Biotechnology,3701.0,1133.0,27,North America
1682,1,2,0,1,El Teatro,40000.0,failure,1,Game & Applications,196.0,0.0,12,North America
1683,2,2,0,2,Elanti Systems,5500000.0,failure,1,Information Technology,514.0,0.0,15,North America
1684,2,2,0,1,Elastic Intelligence,3400000.0,success,1,Information Technology,334.0,0.0,12,North America
1685,5,2,2,2,Elastra,14449995.0,failure,2,Information Technology,226.0,356.0,15,North America
1686,2,5,0,2,Eleme Medical,6500000.0,success,1,Health Care & Biotechnology,1261.0,0.0,15,North America
1687,7,2,5,3,Elemental Technologies,45650000.0,success,5,Other,482.0,2578.0,16,North America
1688,1,1,0,0,Elephant.is,100000.0,failure,1,Education,121.0,0.0,10,North America
