,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
4477,"RELDATA, Inc.",4000000.0,success,1,Information Technology,2201.0,0.0,17,North America
4478,Relead,38730470.0,failure,1,Data Science,44.0,0.0,11,North America
4479,Reliant Technologies,15000000.0,success,1,Health Care & Biotechnology,2299.0,0.0,21,North America
4480,ReliOn,54000000.0,success,5,Information Technology,3596.0,3002.0,27,North America
4481,relocality,38730470.0,failure,1,Data Science,1054.0,0.0,12,North America
4482,Relume Technologies,7800000.0,success,3,Manufacturing,5827.0,1021.0,28,North America
4483,Relypsa,357129900.0,success,8,Health Care & Biotechnology,28.0,2408.0,15,North America
4484,Remark Media,6051497.0,success,3,Commerce & Marketing,0.0,2159.0,15,North America
4485,Rembrandt Productions,250000.0,failure,1,Media & Publishing,90.0,0.0,9,North America
4486,Remedy Systems,38730470.0,success,1,Services,1126.0,0.0,13,North America
4487,Remotium,1000000.0,success,1,Other,198.0,0.0,10,North America
4488,REMOTV,2700000.0,failure,3,Information Technology,80.0,533.0,15,North America
4489,Renaissance Learning,40000000.0,success,1,Education,11007.0,0.0,38,North America
4490,Renal Solutions,32700000.0,success,2,Health Care & Biotechnology,1067.0,241.0,22,North America
4491,Renal Treatment Centers,38730470.0,failure,1,Services,1001.0,0.0,34,North America
4492,Renewable Energy Group,198730670.0,success,1,Science & Engineering,4561.0,0.0,26,North America
4493,Renovar,1200000.0,failure,1,Health Care & Biotechnology,2890.0,0.0,23,North America
4494,Renovis Surgical Technologies,6195600.0,success,3,Health Care & Biotechnology,1138.0,821.0,13,North America
4495,Rent.com,34300000.0,success,3,Information Technology,274.0,92.0,22,North America
4496,RentBureau,38730470.0,success,1,Information Technology,596.0,0.0,16,North America
4497,Rentelligence,62500.0,failure,1,Information Technology,196.0,0.0,11,North America
4498,AddressReport,200000.0,success,1,Information Technology,0.0,0.0,8,North America
4499,RentJuice,6923782.0,success,3,Real Estate,308.0,818.0,14,North America
4500,RentMineOnline,68246.0,success,2,Design & Platforms,92.0,639.0,15,North America
4501,RentStuff.com,675000.0,success,2,Information Technology,489.0,343.0,12,North America
4502,Renutra Natural Health Products,38730470.0,failure,1,Services,3637.0,0.0,27,North America
4503,Replay Solutions,15200000.0,failure,2,Information Technology,1069.0,622.0,18,North America
4504,Repligen,5400000.0,success,2,Health Care & Biotechnology,10940.0,1281.0,41,North America
4505,Reppler,500000.0,success,1,Information Technology,0.0,0.0,12,North America
4506,Repros Therapeutics,29499310.0,success,2,Health Care & Biotechnology,8120.0,1042.0,35,North America
4507,Republic Project,1000000.0,success,1,Media & Publishing,1492.0,0.0,14,North America
4508,Requisite Technology,30000000.0,success,1,Information Technology,2874.0,0.0,29,North America
4509,Rerecipe,100000.0,failure,1,Information Technology,144.0,0.0,12,North America
4510,ReserveMyHome,38730470.0,failure,1,Travel and Tourism,324.0,0.0,15,North America
4511,Resonant Inc,7129238.0,success,4,Electronics,0.0,964.0,10,North America
4512,Resonant Vibes,350000.0,failure,1,Information Technology,1790.0,0.0,18,North America
4513,Resource Capital,45900000.0,success,1,Real Estate,3075.0,0.0,17,North America
4514,Responsible City,38730470.0,failure,1,Commerce & Marketing,0.0,0.0,11,North America
4515,Responsys,51900000.0,success,3,Information Technology,775.0,1142.0,24,North America
4516,RessQ Technologies,868050.0,failure,1,Information Technology,1540.0,0.0,13,North America
4517,Restore Medical,26500000.0,success,1,Health Care & Biotechnology,1907.0,0.0,23,North America
4518,Retail Convergence,25000000.0,success,1,Commerce & Marketing,114.0,0.0,14,North America
4519,ReTargeter,1500000.0,success,2,Media & Publishing,1614.0,16.0,13,North America
4520,ReTel Technologies,1000000.0,success,2,Data Science,675.0,118.0,15,North America
4521,retickr,1550000.0,failure,2,Information Technology,31.0,328.0,11,North America
4522,Retrevo,15100000.0,success,4,Media & Publishing,31.0,778.0,16,North America
4523,Retroficiency,7340000.0,success,1,Information Technology,1063.0,0.0,13,North America
4524,Retrophin,116000000.0,success,3,Health Care & Biotechnology,958.0,319.0,11,North America
4525,Reva Systems,39000000.0,success,3,Information Technology,1370.0,925.0,19,North America
4526,Revalesio,24150000.0,failure,2,Health Care & Biotechnology,4553.0,685.0,22,North America
4527,Revance Therapeutics,156820000.0,success,5,Health Care & Biotechnology,2171.0,2143.0,20,North America
4528,Reveal,1000000.0,success,2,Messaging and Telecommunication,0.0,338.0,8,North America
4529,Reveal Imaging Technologies,37600000.0,success,4,Privacy and Security,374.0,1631.0,20,North America
4530,Revel Touch,10000000.0,success,2,Commerce & Marketing,122.0,386.0,11,North America
4531,Reverb Technologies,12789996.0,success,5,Other,0.0,1917.0,14,North America
4532,Revetto,20000.0,failure,1,Commerce & Marketing,120.0,0.0,13,North America
4533,Reviewspotter,100000.0,failure,1,Commerce & Marketing,20.0,0.0,15,North America
4534,Revision3,9000000.0,success,2,Game & Applications,518.0,297.0,17,North America
4535,Revnetics,38730470.0,failure,1,Electronics,546.0,0.0,13,North America
4536,RevoDeals,25000.0,failure,1,Information Technology,0.0,0.0,12,North America
4537,Revolution Analytics,38695400.0,success,5,Data Science,386.0,1807.0,15,North America
4538,Revolv,7318000.0,success,3,Real Estate,15.0,557.0,10,North America
4539,Revver,12700000.0,success,2,Media & Publishing,382.0,151.0,18,North America
4540,Rewardable,38730470.0,failure,1,Other,0.0,0.0,10,North America
4541,RewardSnap,2667.0,failure,1,Information Technology,363.0,0.0,13,North America
4542,Rewind Me,800000.0,failure,2,Services,91.0,105.0,11,North America
4543,Rexly,20000.0,success,1,Information Technology,254.0,0.0,12,North America
4544,RF Surgical Systems,29620000.0,success,4,Health Care & Biotechnology,2332.0,1430.0,18,North America
4545,RFinity,4000000.0,failure,1,Electronics,853.0,0.0,14,North America
4546,Rhomobile,38730470.0,success,2,Media & Publishing,1168.0,108.0,14,North America
4547,Rhythm NewMedia,28932322.0,success,4,Media & Publishing,2139.0,671.0,17,North America
4548,Rhythmia Medical,14700000.0,success,3,Health Care & Biotechnology,1132.0,1326.0,18,North America
4549,Ribbit,21000000.0,success,3,Media & Publishing,585.0,502.0,17,North America
4550,RichFX,33000000.0,success,1,Media & Publishing,1048.0,0.0,24,North America
4551,"Curb (RideCharge, Inc.)",10700000.0,success,3,Information Technology,334.0,2403.0,15,North America
4552,Ridejoy,1300000.0,failure,1,Other,389.0,0.0,11,North America
4553,RidePal,3700000.0,failure,2,Services,571.0,381.0,11,North America
4554,RideScout,2600000.0,success,2,Information Technology,270.0,577.0,11,North America
4555,Riff Digital Inc.,38730470.0,failure,1,Media & Publishing,446.0,0.0,8,North America
4556,Rigel Pharmaceuticals,176000000.0,success,2,Health Care & Biotechnology,2734.0,2891.0,26,North America
4557,Right Hemisphere,21999968.0,success,3,Information Technology,3082.0,1398.0,25,North America
4558,Right Media,45000000.0,success,1,Media & Publishing,1385.0,0.0,19,North America
4559,Right90,22000000.0,success,3,Commerce & Marketing,789.0,1303.0,19,North America
4560,RightNow Technologies,15000000.0,success,2,Information Technology,1076.0,408.0,25,North America
4561,RightPath Payments,500000.0,failure,1,Information Technology,1259.0,0.0,19,North America
4562,RightsFlow,1500000.0,success,1,Services,695.0,0.0,15,North America
4563,RightSignature,38730470.0,success,1,Information Technology,0.0,0.0,13,North America
4564,RigNet,6000000.0,success,1,Commerce & Marketing,1646.0,0.0,21,North America
4565,Ringadoc,1900000.0,success,3,Information Technology,888.0,343.0,12,North America
4566,RingCentral,50250000.0,success,6,Information Technology,1476.0,2136.0,19,North America
4567,RingCube Technologies,46667456.0,success,5,Information Technology,628.0,1539.0,17,North America
4568,Riot Games,15000000.0,success,2,Game & Applications,483.0,426.0,15,North America
4569,RipCode,36500000.0,failure,5,Information Technology,106.0,1316.0,16,North America
4570,Ripple Commerce,650000.0,failure,1,Commerce & Marketing,201.0,0.0,10,North America
4571,Ripple Technologies,540000.0,success,1,Information Technology,1246.0,0.0,24,North America
4572,Ripple TV,26000000.0,success,4,Media & Publishing,365.0,814.0,16,North America
4573,RippleFunction,20000.0,failure,1,Media & Publishing,61.0,0.0,12,North America
4574,RiseSmart,23600000.0,success,5,Information Technology,677.0,1892.0,15,North America
4575,"RITA Medical Systems, Inc",9000000.0,success,1,Health Care & Biotechnology,3314.0,0.0,28,North America
4576,Riverbed Technology,28400000.0,success,4,Information Technology,0.0,2272.0,20,North America
4577,"RiverGlass, Inc.",6400000.0,failure,2,Information Technology,1496.0,350.0,19,North America
4578,Rivermine Software,23700000.0,success,3,Information Technology,2342.0,1337.0,23,North America
4579,Rivet APP,38730470.0,failure,1,Game & Applications,19.0,0.0,7,North America
4580,Rivet & Sway,2350000.0,failure,2,Commerce & Marketing,0.0,575.0,11,North America
4581,Rivulet Communications,33076264.0,success,3,Information Technology,1159.0,941.0,18,North America
4582,RLX Technologies,21100000.0,success,2,Information Technology,1964.0,301.0,23,North America
4583,RMG Networks,25000000.0,success,1,Media & Publishing,3219.0,0.0,16,North America
4584,RMI Corporation,20000000.0,success,1,Other,8495.0,0.0,39,North America
4585,Roadnet,43043484.0,success,1,Transportation,10238.0,0.0,39,North America
4586,RoboDynamics,600000.0,failure,2,Information Technology,0.0,973.0,19,North America
4587,RobotDough Software,415000.0,failure,2,Information Technology,608.0,127.0,13,North America
4588,Robotgalaxy,12000000.0,failure,2,Game & Applications,365.0,624.0,16,North America
4589,Rock City Apps,975000.0,failure,2,Community and Lifestyle,326.0,463.0,11,North America
4590,RockThePost,1400000.0,success,1,Services,466.0,0.0,12,North America
4591,Rocket Fuel,76600000.0,success,5,Media & Publishing,153.0,1427.0,14,North America
4592,RocketHub,38730470.0,success,2,Commerce & Marketing,122.0,365.0,13,North America
4593,Rocketmiles,8500000.0,success,2,Commerce & Marketing,179.0,275.0,10,North America
4594,RocketOn,6300000.0,failure,2,Information Technology,122.0,154.0,15,North America
4595,Rockford Foresters Baseball Team,38730470.0,failure,1,Sports,0.0,0.0,14,North America
4596,Rockmelt,39875000.0,success,3,Information Technology,49.0,860.0,13,North America
4597,Rockwell Medical,35000000.0,success,2,Health Care & Biotechnology,6743.0,484.0,27,North America
4598,Rocky Mountain Ventures,60000.0,failure,1,Information Technology,309.0,0.0,13,North America
4599,Roka Bioscience,109496660.0,success,4,Health Care & Biotechnology,938.0,861.0,13,North America
4600,Rollbase (acquired by Progress Software),300000.0,success,1,Information Technology,0.0,0.0,15,North America
4601,RollCall (roll.to),1000000.0,success,1,Electronics,0.0,0.0,12,North America
4602,Rollstream,7500000.0,success,3,Other,339.0,1078.0,17,North America
4603,ROME Corporation,14000000.0,success,1,Information Technology,1907.0,0.0,21,North America
4604,Rooftop Media,2500000.0,success,1,Media & Publishing,242.0,0.0,16,North America
4605,Roomtag,300000.0,success,1,Information Technology,780.0,0.0,14,North America
4606,Roost,13500000.0,success,2,Services,0.0,708.0,15,North America
4607,Rooster Teeth,2400000.0,success,1,Media & Publishing,4243.0,0.0,19,North America
4608,ROR Media,38730470.0,failure,1,Information Technology,821.0,0.0,14,North America
4609,Roundarch,10000000.0,success,1,Information Technology,129.0,0.0,22,North America
4610,roundCorner,38730470.0,failure,1,Education,1399.0,0.0,13,North America
4611,Rouse Properties,510000000.0,success,1,Real Estate,694.0,0.0,10,North America
4612,RouterShare,120000.0,failure,2,Information Technology,120.0,762.0,11,North America
4613,Rover Apps,300000.0,success,1,Information Technology,589.0,0.0,13,North America
4614,Roving Planet,15500000.0,success,2,Information Technology,1100.0,371.0,21,North America
4615,Row Sham Bow,8390222.0,success,5,Game & Applications,128.0,998.0,11,North America
4616,Row44,103000000.0,failure,3,Information Technology,1601.0,1483.0,18,North America
4617,Roxro Pharma,42700000.0,failure,1,Health Care & Biotechnology,3084.0,0.0,23,North America
4618,RoyaltyShare,11500000.0,failure,4,Game & Applications,576.0,743.0,17,North America
4619,rPath,32500000.0,failure,4,Information Technology,298.0,1732.0,17,North America
4620,RPO,44000000.0,failure,3,Information Technology,388.0,1693.0,17,North America
4621,RPX Corporation,38730470.0,success,2,Services,260.0,308.0,14,North America
4622,Rubicon Project,60000000.0,success,7,Media & Publishing,153.0,1127.0,15,North America
4623,Ruckus Wireless,70946216.0,success,5,Information Technology,864.0,1963.0,18,North America
4624,Rudder,2000000.0,failure,1,Services,471.0,0.0,16,North America
4625,Rue La La,22000000.0,success,1,Clothing and Apparel,1480.0,0.0,14,North America
4626,Rumgr,500000.0,success,1,Commerce & Marketing,222.0,0.0,11,North America
4627,Run The Campaign,401000.0,failure,1,Information Technology,847.0,0.0,14,North America
4628,Runa,10200000.0,success,2,Media & Publishing,592.0,809.0,13,North America
4629,rVue,6067500.0,success,5,Media & Publishing,5622.0,1907.0,27,North America
4630,Ryla,9120018.0,success,2,Commerce & Marketing,2305.0,841.0,21,North America
4631,S2C Global Systems,1875000.0,failure,1,Natural Resources,4705.0,0.0,21,North America
4632,S5 Wireless,14000000.0,success,2,Media & Publishing,779.0,573.0,19,North America
4633,SA Ignite,1982609.0,failure,3,Health Care & Biotechnology,1836.0,1203.0,16,North America
4634,Saatchi Art,11150004.0,success,3,Information Technology,203.0,998.0,12,North America
4635,Saber Software Corporation,38730470.0,failure,1,Services,1514.0,0.0,36,North America
4636,Sabre Corporation,645496450.0,success,1,Information Technology,19836.0,0.0,62,North America
4637,Sabrix,27200000.0,success,3,Information Technology,318.0,1628.0,20,North America
4638,Sadra Medical,62000000.0,success,4,Health Care & Biotechnology,533.0,2287.0,19,North America
4639,Safaba Translation Solutions,38730470.0,success,3,Information Technology,1323.0,848.0,13,North America
4640,SafeBoot,38730470.0,success,1,Information Technology,5417.0,0.0,31,North America
4641,SafeNet,138899310.0,success,1,Privacy and Security,9965.0,0.0,39,North America
4642,SafetyCertified,260000.0,success,1,Education,3896.0,0.0,23,North America
4643,SafetyWeb,8750000.0,success,2,Information Technology,243.0,289.0,13,North America
4644,Saffron Technology,7540888.0,success,2,Information Technology,4169.0,1388.0,23,North America
4645,SageFire,2198284.0,failure,1,Information Technology,3092.0,0.0,19,North America
4646,Sagence,38730470.0,failure,1,Data Science,1075.0,0.0,13,North America
4647,Sagent Pharmaceuticals,153000000.0,success,4,Health Care & Biotechnology,269.0,924.0,15,North America
4648,Science Applications International Corporation (SAIC),22000000.0,success,1,Privacy and Security,15230.0,0.0,53,North America
4649,Sakti3,50200000.0,success,6,Information Technology,731.0,2264.0,15,North America
4650,Salad Labs,825000.0,failure,1,Media & Publishing,916.0,0.0,11,North America
4651,Salesconx,1300000.0,success,1,Media & Publishing,227.0,0.0,14,North America
4652,Crunched,1400000.0,success,1,Data Science,285.0,0.0,12,North America
4653,Salesforce,67910000.0,success,3,Information Technology,0.0,644.0,23,North America
