,location,name,url,score,description,latitude,longitude
0,Le Mont Saint Michel,Hôtel Vert,https://www.booking.com/hotel/fr/vert.fr.html, 8.1 ,"Situé à 2 km du Mont-Saint-Michel, sur la côte normande, l'Hôtel Vert propose des chambres décorées dans des tons pastel dotées d'une salle de bains privative, d'une télévision ainsi que d'une...",48.6147004862904,-1.50961697101593
1,Le Mont Saint Michel,Mercure Mont Saint Michel,https://www.booking.com/hotel/fr/mont-saint-michel.fr.html, 8.2 ,"Installé dans des espaces verts à seulement 2 km de l'abbaye du Mont-Saint-Michel, le Mercure Mont Saint Michel propose des chambres spacieuses avec salle de bains privative, un bar-restaurant et de...",48.6142465295929,-1.51054501533508
2,Le Mont Saint Michel,Hotel De La Digue,https://www.booking.com/hotel/fr/de-la-digue.fr.html, 7.1 ,"L'hôtel De La Digue est un établissement traditionnel situé en Normandie, à seulement 5 minutes en navette ou à 30 minutes de marche du Mont-Saint-Michel. ",48.6168815494412,-1.51091784238815
3,Le Mont Saint Michel,Le Saint Aubert,https://www.booking.com/hotel/fr/hotel-saint-aubert.fr.html, 7.3 ,"Niché dans un écrin de verdure, à seulement 2 km du Mont-Saint-Michel, Le Saint Aubert vous accueille dans un cadre chaleureux et convivial. ",48.6129378347065,-1.51010513305664
4,Le Mont Saint Michel,Les Terrasses Poulard,https://www.booking.com/hotel/fr/les-terrasses-poulard.fr.html, 7.3 ,"Occupant 2 bâtiments différents au cœur du Mont-Saint-Michel, l'établissement historique Les Terrasses Poulard propose des hébergements avec une vue sur la baie, le village et la rue. ",48.6353494256412,-1.51037871837616
5,Le Mont Saint Michel,Le Relais Saint Michel,https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html, 7.8 ,Le Relais Saint Michel vous accueille face à la baie du Mont-Saint-Michel. ,48.6175872716489,-1.51039615273476
6,Le Mont Saint Michel,Hotel Gabriel,https://www.booking.com/hotel/fr/hotel-gabriel.fr.html, 8.1 ,"L'Hotel Gabriel se trouve à 1,6 km du Mont-Saint-Michel et à seulement 25 minutes à pied des remparts de la vieille ville. ",48.6153814136834,-1.5107099711895
7,Le Mont Saint Michel,CAMPING AUX POMMIERS - TOHAPI,https://www.booking.com/hotel/fr/camping-aux-pommiers-tohapi.fr.html, 8.3 ,"Situé au Mont-Saint-Michel, en Basse-Normandie, le CAMPING AUX POMMIERS - TOHAPI propose un hébergement avec un parking privé gratuit. ",48.613555,-1.5101
8,Le Mont Saint Michel,La Vieille Auberge,https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.fr.html, 7.4 ,"La Vieille Auberge vous accueille dans le village médiéval du Mont-Saint-Michel, à quelques pas de la célèbre abbaye du Mont-Saint-Michel. ",48.636063,-1.511457
9,Le Mont Saint Michel,Le Mouton Blanc,https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.fr.html, 7.2 ,"Situé au pied de l'abbaye, le Mouton Blanc Hotel vous accueille dans son bâtiment historique datant du XIVe siècle. Il propose des chambres confortables avec une décoration simple et accueillante. ",48.6360229844471,-1.50989592075348
10,Le Mont Saint Michel,Hôtel la Croix Blanche,https://www.booking.com/hotel/fr/ha-el-la-croix-blanche.fr.html, 7.6 ,"Installé au cœur du village médiéval du Mont-Saint-Michel, l'Hôtel La Croix Blanche comprend un bar et une terrasse. ",48.6357340642713,-1.50986105203629
11,Le Mont Saint Michel,Auberge Saint Pierre,https://www.booking.com/hotel/fr/auberge-saint-pierre.fr.html, 8.1 ,"L'Auberge Saint-Pierre occupe une maison à colombages du XIVe siècle située au Mont-Saint-Michel, une île accessible à marée basse. ",48.6356879786914,-1.5098825097084
12,Le Mont Saint Michel,La Mère Poulard,https://www.booking.com/hotel/fr/la-mere-poulard.fr.html, 7.3 ,"Occupant un bâtiment historique, l'hôtel La Mère Poulard jouit d'un emplacement idéal au cœur du Mont-Saint-Michel. ",48.635085317234,-1.51053965091705
13,Le Mont Saint Michel,Auberge de la Baie,https://www.booking.com/hotel/fr/auberge-de-la-baie.fr.html, 8.4 ,"Situé dans la campagne normande, cet hôtel vous propose une connexion Wi-Fi gratuite et un restaurant doté d'une terrasse sur place. ",48.6159931765559,-1.48825317621231
14,Le Mont Saint Michel,Chambres d'Hôtes Les Vieilles Digues,https://www.booking.com/hotel/fr/chambres-d-ha-tes-les-vieilles-digues.fr.html, 9.4 ,"Occupant une maison bretonne restaurée, l'établissement à la gestion familiale Chambres d'Hôtes Les Vieilles Digues est situé à Beauvoir, à 3 km du Mont-Saint-Michel. ",48.604187504415,-1.51159912347794
15,Le Mont Saint Michel,Apparthôtel Mont Saint Michel - Résidence Fleurdumont,https://www.booking.com/hotel/fr/residence-fleurdumont.fr.html, 8.0 ,"La Résidence Fleurdumont vous propose un hébergement accueillant volontiers les animaux domestiques. Il est situé à Beauvoir, à 4,4 km de l’abbaye du Mont-Saint-Michel. ",48.596482169807,-1.5031469166023
16,Le Mont Saint Michel,Le Beauvoir,https://www.booking.com/hotel/fr/le-beauvoir-beauvoir.fr.html, 7.7 ,Le Beauvoir est situé à 4 kilomètres du Mont-Saint-Michel et à 20 minutes en voiture de Cancale. Il dispose d'un parking privé gratuit et d'un restaurant. ,48.5977133414835,-1.51309847831726
17,Le Mont Saint Michel,La Jacotière,https://www.booking.com/hotel/fr/la-jacotia-re.fr.html, 9.5 ,"Implantée à Ardevon, la maison d'hôtes La Jacotière occupe une ancienne ferme rénovée pourvue d'un jardin et d'une terrasse meublée donnant sur le Mont-Saint-Michel, situé à seulement 3 km. ",48.6141143612392,-1.50431424379349
18,Le Mont Saint Michel,Hotel Rose,https://www.booking.com/hotel/fr/gue-de-beauvoir.fr.html, 8.7 ,"Proposant des bungalows indépendants et bien conçus ainsi que des chambres installées dans l'annexe d'un bâtiment du XIXe siècle, l'Hotel Rose vous propose un séjour confortable et paisible. ",48.5970623317911,-1.51303946971893
19,Le Mont Saint Michel,A L'Ombre du Mont St Michel,https://www.booking.com/hotel/fr/a-l-ombre-du-mont-st-michel.fr.html, 9.3 ,"Dotée d'une piscine extérieure et d'un jardin, la chambre d'hôtes A L'Ombre du Mont St Michel est située dans la campagne de Huisnes-sur-Mer, à seulement 2 km du Mont Saint-Michel. ",48.6159135362985,-1.46560171660235
20,Le Mont Saint Michel,Les Valtieres du Mont Saint Michel,https://www.booking.com/hotel/fr/les-valtieres-du-mont-saint-michel.fr.html, 9.0 ,"Situé à seulement 7 km du Mont-Saint-Michel, l'établissement Les Valtieres du Mont Saint Michel propose une maison dotée d'une connexion Wi-Fi gratuite. Avranches est accessible en 18 minutes de...",48.6223618674134,-1.45227514196449
21,Le Mont Saint Michel,"The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud (Inter-Hotel)",https://www.booking.com/hotel/fr/lessalines.fr.html, 8.0 ,"L'établissement The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud (Inter-Hotel) est situé à seulement 10 minutes de route du Mont-Saint-Michel et à 35 minutes en voiture de...",48.5964042180982,-1.58920347690582
22,Le Mont Saint Michel,Hôtel Ariane & SPA,https://www.booking.com/hotel/fr/ariane-pontorson.fr.html, 7.6 ,"Ce charmant hôtel est situé à la frontière entre la Bretagne et la Normandie, à seulement 5 minutes en voiture du Mont-Saint-Michel. ",48.5524029227076,-1.50712251663208
23,Le Mont Saint Michel,Aux Chambres du Mont,https://www.booking.com/hotel/fr/la-casserole-de-la-baie.fr.html, 8.9 ,"L'Aux Chambres du Mont est situé à Huisnes-sur-Mer, à seulement 7 km du Mont Saint-Michel mondialement connu et à 19 km d'Avranches. ",48.608511,-1.45232599999997
24,Le Mont Saint Michel,Best Western Hôtel Montgomery,https://www.booking.com/hotel/fr/montgomery.fr.html, 8.7 ,"Situé à Pontorson, à 5 minutes de route du Mont-Saint-Michel, l'hôtel occupe un manoir du XVIe siècle. Le Best Western Hôtel Montgomery dispose d'un jardin et d'un parking privé payant. ",48.5529106981209,-1.5114837884903
25,Bayeux,ibis budget Bayeux,https://www.booking.com/hotel/fr/etap-bayeux.fr.html, 8.2 ,"L’ibis budget Bayeux vous accueille entre Caen et Cherbourg, à proximité de la sortie 36 de la route N13 et à seulement 13 km des plages du débarquement. ",49.2542420864123,-0.646487474441528
26,Bayeux,imagine,https://www.booking.com/hotel/fr/imagine-bayeux.fr.html, 9.3 ,"Bénéficiant d'une vue sur la ville, d'une terrasse et d'une connexion Wi-Fi gratuite, l'Imagine propose un hébergement bien situé à Bayeux, à proximité de la cathédrale Notre-Dame de Bayeux, du musée...",49.276465,-0.706367
27,Bayeux,Manoir Sainte Victoire,https://www.booking.com/hotel/fr/manoir-sainte-victoire.fr.html, 9.7 ,"Doté d'un jardin et d'une connexion Wi-Fi gratuite, le Manoir Sainte Victoire propose des hébergements bien situés à Bayeux, à proximité du musée Baron Gérard, de la cathédrale Notre-Dame de Bayeux et...",49.2764917090797,-0.705759599804878
28,Bayeux,Château de Bellefontaine,https://www.booking.com/hotel/fr/chateau-de-bellefontaine.fr.html, 8.2 ,"À 800 mètres du centre de Bayeux et de sa cathédrale, l'établissement Château de Bellefontaine est un manoir du XVIIIe siècle proposant des chambres et un restaurant traditionnel ouvert pour le dîner...",49.2697402411469,-0.688839554786682
29,Bayeux,Le Castel Guesthouse,https://www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html, 8.7 ,"La maison d'hôtes Le Castel Guesthouse est située au cœur de la ville médiévale de Bayeux, à mi-chemin entre la gare, la cathédrale et le musée de la Tapisserie. ",49.2736831443021,-0.703226923942566
30,Bayeux,Le Petit Matin,https://www.booking.com/hotel/fr/le-petit-matin.fr.html, 9.5 ,Cette maison d'hôtes occupe un bâtiment du XVIIIème siècle dans le quartier historique de Bayeux. ,49.2760613343073,-0.709055364131927
31,Bayeux,Hotel Reine Mathilde,https://www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html, 8.8 ,"L'hôtel Reine Mathilde se situe dans le quartier médiéval de Bayeux, à seulement 300 mètres du musée de la Tapisserie. ",49.276031585766,-0.701724886894226
32,Bayeux,Hôtel De Brunville et La Table du Luxembourg,https://www.booking.com/hotel/fr/hoteldebrunville.fr.html, 7.7 ,"Situé à seulement 400 mètres de la cathédrale de Bayeux, l'Hôtel De Brunville et La Table du Luxembourg propose un restaurant doté d'une cour avec jardin, au cœur de la ville médiévale. ",49.2781576863302,-0.703513920307159
33,Bayeux,DOMAINE DU GRAND CAUGY,https://www.booking.com/hotel/fr/domaine-du-grand-caugy.fr.html, 8.8 ,"Offrant une vue sur le jardin, le DOMAINE DU GRAND CAUGY est situé à Bayeux, à 2,3 km du musée de la Tapisserie de Bayeux. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. ",49.282563,-0.677363
34,Bayeux,Au Loup Historic Apartments,https://www.booking.com/hotel/fr/au-loup-historic-apartments-bayeux.fr.html, 8.7 ,"Installé à Bayeux, à 550 mètres de la cathédrale Notre-Dame et à 10 minutes à pied du musée de la Tapisserie de Bayeux, l'établissement Au Loup Historic Apartments propose des hébergements avec...",49.272798,-0.707556
35,Bayeux,Clos de Bellefontaine B&B,https://www.booking.com/hotel/fr/chambres-d-ha-tes-clos-de-bellefontaine-bayeux.fr.html, 9.7 ,"Le Clos de Bellefontaine occupe une maison du XIXe siècle dans un parc de 2 000 m², située à seulement 200 mètres du musée de la Tapisserie de Bayeux et à 6 km d'Omaha Beach. ",49.2726716350644,-0.694861114025116
36,Bayeux,Novotel Bayeux,https://www.booking.com/hotel/fr/novotel.fr.html, 7.8 ,"Le Novotel Bayeux est situé entre Caen et Cherbourg, en Normandie. Il est à 1 km seulement de la célèbre Tapisserie de Bayeux et du centre historique de la ville. ",49.2817692223903,-0.718488693237305
37,Bayeux,Hotel Le Lion D'Or et Restaurant La Table Du Lion,https://www.booking.com/hotel/fr/le-lion-d-or-bayeux.fr.html, 8.6 ,"Occupant un ancien bureau de poste du XVIIIe siècle, l'Hotel Le Lion D'Or et Restaurant La Table Du Lion est désormais un établissement charmant situé dans l'un des plus anciens quartiers de Bayeux. ",49.2762783231248,-0.698369443416595
38,Bayeux,Château Saint Gilles,https://www.booking.com/hotel/fr/chateau-saint-gilles.fr.html, 9.7 ,"Situé à Bayeux, à 4 km du musée Baron Gérard, le Château Saint Gilles propose un restaurant, un parking privé gratuit, un bar et un salon commun. ",49.249366,-0.712469
39,Bayeux,Churchill Hotel Bayeux Centre,https://www.booking.com/hotel/fr/churchill-bayeux.fr.html, 8.3 ,"Situé dans une rue piétonne en plein cœur du centre historique, le Churchill Hotel Bayeux Centre se trouve à seulement 400 mètres du Musée de la tapisserie de Bayeux. ",49.27660730435,-0.700571537017822
40,Bayeux,Domaine de Bayeux,https://www.booking.com/hotel/fr/domaine-de-bayeux.fr.html, 9.4 ,Le Domaine de Bayeux occupe une maison du XVIIIe siècle avec un parc arboré dans le centre de Bayeux. ,49.2723256,-0.698510100000021
41,Bayeux,Grand Hôtel du Luxembourg et La Table du Luxembourg,https://www.booking.com/hotel/fr/hotelduluxembourg.fr.html, 7.9 ,"Idéalement situé dans le centre de Bayeux, près du musée de la Tapisserie de Bayeux, l'Grand Hôtel du Luxembourg et La Table du Luxembourg occupe une demeure de caractère datant du XVIIe siècle et...",49.2784219113555,-0.703296661376953
42,Bayeux,La Colline,https://www.booking.com/hotel/fr/la-colline-bayeux.fr.html, 9.6 ,"La Colline est située dans le centre-ville de Bayeux et dispose d'une connexion Wi-Fi et d'un parking gratuits, ainsi que d'un jardin avec une terrasse. ",49.2739941,-0.698704700000008
43,Bayeux,Hôtel Le Saint Patrice,https://www.booking.com/hotel/fr/saint-patrice.fr.html, 8.5 ,"Doté d’une connexion Wi-Fi gratuite dans l’ensemble de ses locaux, l’Hôtel Le Saint Patrice vous accueille à Bayeux, à moins de 400 mètres de la cathédrale Notre-Dame et à 800 mètres du musée...",49.2798102342934,-0.710674916569928
44,Bayeux,La Naomath et D-Day Kota Hébergement Insolite,https://www.booking.com/hotel/fr/la-naomath.fr.html, 8.4 ,"Situé à seulement 6 km du centre de Bayeux, la chambre d'hôtes La Naomath et D-Day Kota Hébergement Insolite propose des logements avec petit-déjeuner installés dans une maison en pierre restaurée, un...",49.2477080877196,-0.656293630599976
45,Bayeux,Le Manoir des Doyens,https://www.booking.com/hotel/fr/le-manoir-des-doyens.fr.html, 8.9 ,"Situé à Saint-Loup-Hors, à 20 minutes à pied du centre de Bayeux, l'établissement Le Manoir des Doyens occupe un bâtiment historique qui appartenait autrefois au doyen de la cathédrale de Bayeux. ",49.2661686294152,-0.71424275636673
46,Bayeux,Hôtel Le Bayeux,https://www.booking.com/hotel/fr/le-bayeux.fr.html, 8.3 ,"Situé dans le centre historique de Bayeux, en Basse-Normandie, l'Hôtel Le Bayeux propose des hébergements dotés d'une salle de bains privative et d'une connexion Wi-Fi gratuite. ",49.2741591414723,-0.70450633764267
47,Bayeux,FREEDOM APPART - CENTRE HISTORIQUE - LUMINEUX - Bayeux,https://www.booking.com/hotel/fr/centre-historique-lumineux-parking-gratuit.fr.html, 9.1 ,"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, le FREEDOM APPART - CENTRE HISTORIQUE - LUMINEUX - Bayeux est un hébergement situé à Bayeux, à seulement quelques pas de la...",49.278147860226,-0.706265297553
48,Bayeux,"Appartement centre-ville Bayeux, tout à pied !",https://www.booking.com/hotel/fr/appartement-centre-ville-bayeux-tout-a-pied-bayeux.fr.html, 9.6 ,"Appartement centre-ville Bayeux, tout à pied! Situé à Bayeux, à 500 mètres du musée de la Tapisserie de Bayeux, à 800 mètres du musée Baron Gérard et à 1,1 km de la cathédrale Notre-Dame de Bayeux,...",49.2764341,-0.6999725
49,Bayeux,Villa Des Ursulines,https://www.booking.com/hotel/fr/appartement-des-ursulines.fr.html, 8.8 ,"Le Villa Des Ursulines est situé à Bayeux, à 100 mètres du musée d'art et d'histoire Baron-Gérard ainsi qu'à 200 mètres de la cathédrale Notre-Dame de Bayeux. ",49.2764677479299,-0.705565815344244
50,Rouen,Maison hypercentre Rouen tout confort,https://www.booking.com/hotel/fr/maison-hypercentre-rouen-tout-confort.fr.html, 8.8 ,"Située dans le centre de Rouen, à seulement 700 mètres de la cathédrale Notre-Dame, la Maison hypercentre Rouen tout confort offre une vue sur la ville et propose une connexion Wi-Fi gratuite. ",49.4446518,1.0913262
51,Rouen,"Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel",https://www.booking.com/hotel/fr/holiday-inn-express-rouen-centre-rive-gauche.fr.html, 8.5 ,"Situé à Rouen, à 3,1 km de la cathédrale Notre-Dame, l'Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel propose un restaurant, un parking privé, un bar et un salon commun. ",49.429988,1.072398
52,Rouen,Best Western Plus Hotel Litteraire Gustave Flaubert,https://www.booking.com/hotel/fr/hotelduvieuxmarche.fr.html, 8.6 ,"Situé dans le centre historique de Rouen, à 3 km du Kindarena, le Best Western Plus Hotel Litteraire Gustave Flaubert propose des hébergements à la décoration inspirée par l’œuvre littéraire de...",49.4430642307644,1.08660310506821
53,Rouen,Mercure Rouen Centre Cathédrale,https://www.booking.com/hotel/fr/mercure-rouen-centre.fr.html, 8.3 ,"Le Mercure Rouen Centre Cathédrale propose des chambres climatisées dotées d'une télévision par satellite, d'une connexion Wi-Fi gratuite et d'une salle de bains privative dans le centre de Rouen, à...",49.4411728465654,1.0951754450798
54,Rouen,Astrid,https://www.booking.com/hotel/fr/hotelastrid_rouen.fr.html, 6.9 ,"Cet hôtel moderne est situé en face de la gare de Rouen, dans une longue rue regorgeant de boutiques et menant au centre-ville. ",49.4483063583166,1.09381422400475
55,Rouen,L'Autel - Jaccuzi - Centre d'historique,https://www.booking.com/hotel/fr/l-39-autel-rouen.fr.html, 9.2 ,"Doté d'une baignoire spa, l'établissement L'Autel est situé en plein centre de Rouen. ",49.444544,1.091178
56,Rouen,"Radisson Blu Hotel, Rouen Centre",https://www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html, 8.9 ,"Situé à Rouen, le Radisson Blu Hotel, Rouen Centre dispose d'un restaurant servant des plats locaux de haute qualité, d'une salle de sport, d'un bar et d'un salon commun. ",49.446441,1.09412
57,Rouen,Les Initiés,https://www.booking.com/hotel/fr/les-inities-rouen.fr.html, 8.4 ,"Installé au cœur du centre historique de Rouen, l'établissement Les Initiés est situé à seulement 10 minutes à pied de la gare de Rouen-Rive-Droite et à 3 km du stade Kindarena. ",49.4419764103608,1.09243892133236
58,Rouen,Brit Hotel Confort Rouen Centre,https://www.booking.com/hotel/fr/le-relais-des-2-rivieres.fr.html, 7.5 ,"Le Brit Hotel Confort Rouen Centre se situe dans le centre de Rouen, à proximité de la faculté de médecine et à 4 km de la salle omnisports Le Kindarena. ",49.4386953629876,1.10920339822769
59,Rouen,Comfort Hotel Rouen Alba,https://www.booking.com/hotel/fr/albarouen.fr.html, 7.2 ,"Situé à 5 minutes à pied de la vieille ville historique de Rouen et à 3 km du palais des sports Kindarena, le Comfort Hotel Rouen Alba propose des chambres avec une connexion Wi-Fi gratuite et un...",49.438447694953,1.09431311488152
60,Rouen,Hôtel De La Cathédrale,https://www.booking.com/hotel/fr/de-la-cathedrale.fr.html, 7.9 ,"Arborant une façade à colombages datant du XVIIe siècle, l'Hôtel De La Cathédrale est situé à seulement 50 mètres de la cathédrale de Rouen, en plein cœur du centre historique de la ville. ",49.4401168137844,1.09693363308907
61,Rouen,B&B Hôtel Rouen Centre St Sever,https://www.booking.com/hotel/fr/comforthotelrouencentre.fr.html, 6.8 ,"Le B&B Hôtel Rouen Centre St Sever vous accueille au cœur de Rouen, à proximité du centre commercial Saint-Sever et à 4 km du stade Kindarena. ",49.4303262811811,1.08483284711838
62,Rouen,Le Vieux Carré,https://www.booking.com/hotel/fr/le-vieux-carre.fr.html, 8.2 ,"L'hôtel Le Vieux Carré est situé dans le centre de Rouen, dans une zone piétonne, à seulement 850 mètres de la gare de Rouen-Rive-Droite. ",49.4433271352408,1.09457395970821
63,Rouen,"The Originals City, Hôtel Notre Dame, Rouen",https://www.booking.com/hotel/fr/hotel-notre-dame.fr.html, 7.4 ,"L’The Originals City, Hôtel Notre Dame, Rouen propose des hébergements dans le centre de Rouen, entre la cathédrale et la Seine, à 3 km du palais des sports Kindarena. ",49.4385349021501,1.09345078468323
64,Rouen,Alive Hotel De Quebec,https://www.booking.com/hotel/fr/alive-hotel-de-quebec.fr.html, 8.4 ,L'Alive Hôtel de Québec vous accueille dans un quartier paisible au cœur de Rouen. ,49.4378341879387,1.09725281596184
65,Rouen,Séjours & Affaires Rouen Normandie,https://www.booking.com/hotel/fr/residhome-rouen-normandie.fr.html, 7.4 ,"L'établissement Séjours & Affaires Rouen Normandie se situe à proximité du centre-ville historique, à côté de la station de tramway Voltaire. ",49.4217943833687,1.08928665518761
66,Amiens,Comfort Hotel Amiens Nord,https://www.booking.com/hotel/fr/kyriad-amiens-nord-xml.fr.html, 7.0 ,"Doté d’une terrasse, le Comfort Hotel Amiens Nord propose des hébergements à seulement 4 km du centre-ville d’Amiens. Des salles de réunion sont à votre disposition sur place. ",49.9251340333436,2.30457276105881
67,Saint Malo,Hotel de l'Europe,https://www.booking.com/hotel/fr/de-l-europe-saint-malo.fr.html, 7.5 ,"L'Hotel de l'Europe propose des chambres non-fumeurs fonctionnelles dotées d'une télévision, d'un téléphone et d'une connexion Wi-Fi gratuite à seulement 10 minutes de marche de la principale plage de...",48.6478513381886,-2.00852662324905
68,Rouen,Studios Le Medicis,https://www.booking.com/hotel/fr/super-appartement-a-100m-des-quais-de-l-armada.fr.html, 8.1 ,"Situé dans le centre de Rouen, à moins de 1,3 km de la cathédrale Notre-Dame, l'établissement Studios Le Medicis propose des hébergements avec connexion Wi-Fi gratuite. ",49.4407573150722,1.08512792416495
69,Rouen,Hôtel 1er Consul Rouen,https://www.booking.com/hotel/fr/brit-versan.fr.html, 7.9 ,L'Hôtel 1er Consul Rouen vous accueille dans le centre-ville de la capitale normande. L'établissement se situe juste en face de la mairie de Rouen et à 3 km du stade Kindarena. ,49.4435848064195,1.09777584671974
70,Rouen,Hotel Dandy Rouen centre,https://www.booking.com/hotel/fr/dandy.fr.html, 7.8 ,"Cet hôtel est situé dans le centre de Rouen, à 100 mètres de la place du Vieux-Marché et de l’église Sainte-Jeanne-d’Arc. ",49.4452772930929,1.08676269650459
71,Rouen,studi'home,https://www.booking.com/hotel/fr/studi-39-home.fr.html, 8.7 ,"Situé dans le centre de Rouen, à 600 mètres de la cathédrale Notre-Dame, le studi'home propose des hébergements bien équipés avec connexion Wi-Fi gratuite. ",49.443658,1.090557
72,Rouen,Hôtel Céline - Hôtel de la Gare,https://www.booking.com/hotel/fr/hotel-celine.fr.html, 8.1 ,"L'Hôtel Céline - Hôtel de la Gare se trouve dans une rue calme du centre-ville de Rouen, à 5 minutes à pied de la gare de Rouen-Rive-Droite. ",49.4490335153754,1.09021067619324
73,Rouen,La Villa,https://www.booking.com/hotel/fr/ermitage-bouquet-rouen.fr.html, 8.7 ,"Situé à Rouen, en Haute-Normandie, l'établissement La Villa propose gratuitement une connexion Wi-Fi et un parking privé. ",49.4502853,1.0890898
74,Rouen,CosyRouen Gare,https://www.booking.com/hotel/fr/cosy-rouen.fr.html, 7.8 ,"Situé à Rouen, à 3,1 km de la cathédrale Notre-Dame de Rouen, le CosyRouen Gare propose une connexion Wi-Fi gratuite et une vue sur la ville. ",49.452865,1.095687
75,Rouen,Rouen Quartier St Maclou,https://www.booking.com/hotel/fr/rouen-quartier-st-maclou.fr.html, 7.1 ,"Situé à Rouen, le Rouen Quartier St Maclou propose une connexion Wi-Fi gratuite et une vue sur la ville, à moins de 1 km de la cathédrale Notre-Dame de Rouen. ",49.4411673761956,1.09961212883604
76,Lille,ibis Styles Lille Centre Gare Beffroi,https://www.booking.com/hotel/fr/ibis-styles-lille-centre-gare-beffroi.fr.html, 7.9 ,"L'ibis Styles Lille Centre Gare Beffroi se situe dans le centre-ville de Lille, à 600 mètres des gares de Lille-Flandres et de Lille-Europe. ",50.632382451718,3.06794285774231
77,Amiens,"Holiday Inn Express Amiens, an IHG Hotel",https://www.booking.com/hotel/fr/express-by-holiday-inn.fr.html, 8.2 ,"Rénové en avril 2015, le Holiday Inn Express Amiens comprend des chambres confortables avec une connexion Wi-Fi gratuite. ",49.8916761979058,2.30775386095047
78,Amiens,Odalys City Amiens Blamont,https://www.booking.com/hotel/fr/appart-39-odalys-blamont.fr.html, 8.4 ,"Situé à 2,8 km du Zénith d'Amiens et à 900 mètres du musée Berny à Amiens, l'Odalys City Amiens Blamont propose des hébergements avec une connexion Wi-Fi gratuite. ",49.8871484175405,2.31161090429919
79,Amiens,Hotel Le Prieuré et La Résidence,https://www.booking.com/hotel/fr/le-prieure-amiens.fr.html, 8.5 ,"L'Hotel Le Prieuré et La Résidence est situé dans le centre-ville d'Amiens, au pied de la cathédrale. ",49.8944451939998,2.30094239115715
80,Amiens,Les Augustins,https://www.booking.com/hotel/fr/les-augustins-amiens.fr.html, 7.9 ,"Situé à Amiens, à proximité du musée de Berny, du parc des jardins flottants et du tribunal de grande instance d'Amiens, l'établissement Les Augustins propose une connexion Wi-Fi gratuite. ",49.894229,2.305778
81,Amiens,Gite Amiens,https://www.booking.com/hotel/fr/gite-amiens.fr.html, 8.8 ,"Situé à Amiens, à seulement 5 minutes à pied du parc Saint-Pierre, le Gite Amiens dispose d'une terrasse pourvue de mobilier de jardin. La gare d'Amiens est à seulement 1,4 km. ",49.9023578275898,2.31428465337297
82,Amiens,Le Vivier,https://www.booking.com/hotel/fr/le-vivier-amiens.fr.html, 8.4 ,"Doté d'un restaurant, d'un bar et offrant une vue sur le jardin, l'établissement Le Vivier est situé à Amiens, à 1,9 km du Zénith. ",49.885365,2.269669
83,Amiens,Au Spatial,https://www.booking.com/hotel/fr/au-spatial.fr.html, 7.3 ,L'établissement Au Spatial est situé au cœur d'Amiens. La gare et la cathédrale de la ville se trouvent respectivement à 2 minutes et 6 minutes de marche. ,49.8919388489733,2.30575561523438
84,Amiens,Comme une parenthèse au coeur des hortillonnages,https://www.booking.com/hotel/fr/comme-une-parenthese-au-coeur-des-hortillonnages.fr.html, 9.0 ,"Situé à Amiens, à moins de 5 km du Zénith d'Amiens et à 2 km du parc des jardins flottants, l'établissement Comme une parenthèse au coeur des hortillonnages propose des hébergements avec un jardin. ",49.888542,2.33134900000005
85,Saint Malo,Hotel d'Aleth,https://www.booking.com/hotel/fr/d-aleth.fr.html, 8.0 ,"Situé en face du port des Bas Sablons, l'Hotel d'Aleth se trouve à seulement 1,9 km de la vieille ville de Saint-Malo. ",48.6359308137732,-2.02171236276627
86,Saint Malo,Le Britannic,https://www.booking.com/hotel/fr/le-britannic.fr.html, 8.1 ,"Situé à Saint-Malo, à moins de 2,1 km de la plage de Rochebonne et à 1,4 km du Palais Le Britannic propose des hébergements dotés d'une connexion Wi-Fi gratuite. ",48.6467882910655,-2.00719356536865
87,Saint Malo,Escale Oceania Saint Malo,https://www.booking.com/hotel/fr/mascottesaintmalo.fr.html, 8.3 ,"L'Escale Oceania Saint Malo se trouve sur le front de mer, en face de la plage du Sillon, à 14 minutes de marche de la gare de Saint-Malo. ",48.6542800916228,-2.00883775949478
88,Saint Malo,Hotel De L'univers,https://www.booking.com/hotel/fr/de-l-univers.fr.html, 8.1 ,"L'Hotel De L'univers est installé dans la ville fortifiée de Saint-Malo, en Bretagne, à quelques pas du port ferry et de la gare. ",48.6510410095977,-2.02372670173645
